VARIANT	REF	WORKTREE	PATH	FAMILY	SCOPE	SAME_AS	PASS_1	PASS_2	PASS_3	DRIFT	NOTE
codex/held-reference-corpus:tests/native/task3_certificate_gate.cpp	codex/held-reference-corpus | codex/auditor-convergence-sdd | codex/sdd-coherence | codex/exact-certified-adaptive-phase1-t9-zero-guide | perf/exact-rational-representation	codex/held-reference-corpus=/Users/jelle/Code/CADCAM/worktrees/compas_cgal_prs-held-reference-corpus | codex/auditor-convergence-sdd=/Users/jelle/Code/CADCAM/worktrees/compas_cgal_prs-auditor-convergence-sdd | codex/sdd-coherence=/Users/jelle/Code/CADCAM/worktrees/compas_cgal_prs-sdd-coherence	tests/native/task3_certificate_gate.cpp	adaptive candidates, traversal, transactions, replay, and generation	included	codex/auditor-convergence-sdd:tests/native/task3_certificate_gate.cpp | codex/sdd-coherence:tests/native/task3_certificate_gate.cpp | codex/exact-certified-adaptive-phase1-t9-zero-guide:tests/native/task3_certificate_gate.cpp | perf/exact-rational-representation:tests/native/task3_certificate_gate.cpp	not-started	not-started	not-started	clean	Tracked first-party textual variant
codex/held-reference-corpus:tests/native/task3_certificate_gate.h	codex/held-reference-corpus | codex/auditor-convergence-sdd | codex/sdd-coherence | codex/exact-certified-adaptive-phase1-t9-zero-guide | perf/exact-rational-representation	codex/held-reference-corpus=/Users/jelle/Code/CADCAM/worktrees/compas_cgal_prs-held-reference-corpus | codex/auditor-convergence-sdd=/Users/jelle/Code/CADCAM/worktrees/compas_cgal_prs-auditor-convergence-sdd | codex/sdd-coherence=/Users/jelle/Code/CADCAM/worktrees/compas_cgal_prs-sdd-coherence	tests/native/task3_certificate_gate.h	adaptive candidates, traversal, transactions, replay, and generation	included	codex/auditor-convergence-sdd:tests/native/task3_certificate_gate.h | codex/sdd-coherence:tests/native/task3_certificate_gate.h | codex/exact-certified-adaptive-phase1-t9-zero-guide:tests/native/task3_certificate_gate.h | perf/exact-rational-representation:tests/native/task3_certificate_gate.h	not-started	not-started	not-started	clean	Tracked first-party textual variant
codex/held-reference-corpus:tests/native/task9_catalog_delaunay_gate.cpp	codex/held-reference-corpus | codex/auditor-convergence-sdd | codex/sdd-coherence | codex/exact-certified-adaptive-phase1-t9-zero-guide | perf/exact-rational-representation	codex/held-reference-corpus=/Users/jelle/Code/CADCAM/worktrees/compas_cgal_prs-held-reference-corpus | codex/auditor-convergence-sdd=/Users/jelle/Code/CADCAM/worktrees/compas_cgal_prs-auditor-convergence-sdd | codex/sdd-coherence=/Users/jelle/Code/CADCAM/worktrees/compas_cgal_prs-sdd-coherence	tests/native/task9_catalog_delaunay_gate.cpp	medial axis, segment-site geometry, reachability, and neck topology	included	codex/auditor-convergence-sdd:tests/native/task9_catalog_delaunay_gate.cpp | codex/sdd-coherence:tests/native/task9_catalog_delaunay_gate.cpp | codex/exact-certified-adaptive-phase1-t9-zero-guide:tests/native/task9_catalog_delaunay_gate.cpp | perf/exact-rational-representation:tests/native/task9_catalog_delaunay_gate.cpp	not-started	not-started	not-started	clean	Tracked first-party textual variant
codex/held-reference-corpus:tests/native/task9_catalog_graph_gate.cpp	codex/held-reference-corpus | codex/auditor-convergence-sdd | codex/sdd-coherence | codex/exact-certified-adaptive-phase1-t9-zero-guide | perf/exact-rational-representation	codex/held-reference-corpus=/Users/jelle/Code/CADCAM/worktrees/compas_cgal_prs-held-reference-corpus | codex/auditor-convergence-sdd=/Users/jelle/Code/CADCAM/worktrees/compas_cgal_prs-auditor-convergence-sdd | codex/sdd-coherence=/Users/jelle/Code/CADCAM/worktrees/compas_cgal_prs-sdd-coherence	tests/native/task9_catalog_graph_gate.cpp	medial axis, segment-site geometry, reachability, and neck topology	included	codex/auditor-convergence-sdd:tests/native/task9_catalog_graph_gate.cpp | codex/sdd-coherence:tests/native/task9_catalog_graph_gate.cpp | codex/exact-certified-adaptive-phase1-t9-zero-guide:tests/native/task9_catalog_graph_gate.cpp | perf/exact-rational-representation:tests/native/task9_catalog_graph_gate.cpp	not-started	not-started	not-started	clean	Tracked first-party textual variant
codex/held-reference-corpus:tests/native/task9_catalog_neck_gate.cpp	codex/held-reference-corpus | codex/auditor-convergence-sdd | codex/sdd-coherence | codex/exact-certified-adaptive-phase1-t9-zero-guide | perf/exact-rational-representation	codex/held-reference-corpus=/Users/jelle/Code/CADCAM/worktrees/compas_cgal_prs-held-reference-corpus | codex/auditor-convergence-sdd=/Users/jelle/Code/CADCAM/worktrees/compas_cgal_prs-auditor-convergence-sdd | codex/sdd-coherence=/Users/jelle/Code/CADCAM/worktrees/compas_cgal_prs-sdd-coherence	tests/native/task9_catalog_neck_gate.cpp	medial axis, segment-site geometry, reachability, and neck topology	included	codex/auditor-convergence-sdd:tests/native/task9_catalog_neck_gate.cpp | codex/sdd-coherence:tests/native/task9_catalog_neck_gate.cpp | codex/exact-certified-adaptive-phase1-t9-zero-guide:tests/native/task9_catalog_neck_gate.cpp | perf/exact-rational-representation:tests/native/task9_catalog_neck_gate.cpp	not-started	not-started	not-started	clean	Tracked first-party textual variant
codex/held-reference-corpus:tests/native/task9_catalog_sampling_gate.cpp	codex/held-reference-corpus | codex/auditor-convergence-sdd | codex/sdd-coherence | codex/exact-certified-adaptive-phase1-t9-zero-guide | perf/exact-rational-representation	codex/held-reference-corpus=/Users/jelle/Code/CADCAM/worktrees/compas_cgal_prs-held-reference-corpus | codex/auditor-convergence-sdd=/Users/jelle/Code/CADCAM/worktrees/compas_cgal_prs-auditor-convergence-sdd | codex/sdd-coherence=/Users/jelle/Code/CADCAM/worktrees/compas_cgal_prs-sdd-coherence	tests/native/task9_catalog_sampling_gate.cpp	medial axis, segment-site geometry, reachability, and neck topology	included	codex/auditor-convergence-sdd:tests/native/task9_catalog_sampling_gate.cpp | codex/sdd-coherence:tests/native/task9_catalog_sampling_gate.cpp | codex/exact-certified-adaptive-phase1-t9-zero-guide:tests/native/task9_catalog_sampling_gate.cpp | perf/exact-rational-representation:tests/native/task9_catalog_sampling_gate.cpp	not-started	not-started	not-started	clean	Tracked first-party textual variant
codex/held-reference-corpus:tests/native/task9_catalog_voronoi_gate.cpp	codex/held-reference-corpus | codex/auditor-convergence-sdd | codex/sdd-coherence | codex/exact-certified-adaptive-phase1-t9-zero-guide | perf/exact-rational-representation	codex/held-reference-corpus=/Users/jelle/Code/CADCAM/worktrees/compas_cgal_prs-held-reference-corpus | codex/auditor-convergence-sdd=/Users/jelle/Code/CADCAM/worktrees/compas_cgal_prs-auditor-convergence-sdd | codex/sdd-coherence=/Users/jelle/Code/CADCAM/worktrees/compas_cgal_prs-sdd-coherence	tests/native/task9_catalog_voronoi_gate.cpp	medial axis, segment-site geometry, reachability, and neck topology	included	codex/auditor-convergence-sdd:tests/native/task9_catalog_voronoi_gate.cpp | codex/sdd-coherence:tests/native/task9_catalog_voronoi_gate.cpp | codex/exact-certified-adaptive-phase1-t9-zero-guide:tests/native/task9_catalog_voronoi_gate.cpp | perf/exact-rational-representation:tests/native/task9_catalog_voronoi_gate.cpp	not-started	not-started	not-started	clean	Tracked first-party textual variant
codex/held-reference-corpus:tests/native/task9_domain_identity_gate.cpp	codex/held-reference-corpus | codex/auditor-convergence-sdd | codex/sdd-coherence | codex/exact-certified-adaptive-phase1-t9-zero-guide | perf/exact-rational-representation	codex/held-reference-corpus=/Users/jelle/Code/CADCAM/worktrees/compas_cgal_prs-held-reference-corpus | codex/auditor-convergence-sdd=/Users/jelle/Code/CADCAM/worktrees/compas_cgal_prs-auditor-convergence-sdd | codex/sdd-coherence=/Users/jelle/Code/CADCAM/worktrees/compas_cgal_prs-sdd-coherence	tests/native/task9_domain_identity_gate.cpp	medial axis, segment-site geometry, reachability, and neck topology	included	codex/auditor-convergence-sdd:tests/native/task9_domain_identity_gate.cpp | codex/sdd-coherence:tests/native/task9_domain_identity_gate.cpp | codex/exact-certified-adaptive-phase1-t9-zero-guide:tests/native/task9_domain_identity_gate.cpp | perf/exact-rational-representation:tests/native/task9_domain_identity_gate.cpp	not-started	not-started	not-started	clean	Tracked first-party textual variant
codex/held-reference-corpus:tests/native/task9_graph_csr_gate.cpp	codex/held-reference-corpus | codex/auditor-convergence-sdd | codex/sdd-coherence | codex/exact-certified-adaptive-phase1-t9-zero-guide | perf/exact-rational-representation	codex/held-reference-corpus=/Users/jelle/Code/CADCAM/worktrees/compas_cgal_prs-held-reference-corpus | codex/auditor-convergence-sdd=/Users/jelle/Code/CADCAM/worktrees/compas_cgal_prs-auditor-convergence-sdd | codex/sdd-coherence=/Users/jelle/Code/CADCAM/worktrees/compas_cgal_prs-sdd-coherence	tests/native/task9_graph_csr_gate.cpp	medial axis, segment-site geometry, reachability, and neck topology	included	codex/auditor-convergence-sdd:tests/native/task9_graph_csr_gate.cpp | codex/sdd-coherence:tests/native/task9_graph_csr_gate.cpp | codex/exact-certified-adaptive-phase1-t9-zero-guide:tests/native/task9_graph_csr_gate.cpp | perf/exact-rational-representation:tests/native/task9_graph_csr_gate.cpp	not-started	not-started	not-started	clean	Tracked first-party textual variant
codex/held-reference-corpus:tests/native/task9_indexed_endpoint_binding_gate.cpp	codex/held-reference-corpus | codex/auditor-convergence-sdd | codex/sdd-coherence | codex/exact-certified-adaptive-phase1-t9-zero-guide | perf/exact-rational-representation	codex/held-reference-corpus=/Users/jelle/Code/CADCAM/worktrees/compas_cgal_prs-held-reference-corpus | codex/auditor-convergence-sdd=/Users/jelle/Code/CADCAM/worktrees/compas_cgal_prs-auditor-convergence-sdd | codex/sdd-coherence=/Users/jelle/Code/CADCAM/worktrees/compas_cgal_prs-sdd-coherence	tests/native/task9_indexed_endpoint_binding_gate.cpp	medial axis, segment-site geometry, reachability, and neck topology	included	codex/auditor-convergence-sdd:tests/native/task9_indexed_endpoint_binding_gate.cpp | codex/sdd-coherence:tests/native/task9_indexed_endpoint_binding_gate.cpp | codex/exact-certified-adaptive-phase1-t9-zero-guide:tests/native/task9_indexed_endpoint_binding_gate.cpp | perf/exact-rational-representation:tests/native/task9_indexed_endpoint_binding_gate.cpp	not-started	not-started	not-started	clean	Tracked first-party textual variant
codex/held-reference-corpus:tests/native/task9_mat_certificate_gate.cpp	codex/held-reference-corpus | codex/auditor-convergence-sdd | codex/sdd-coherence | codex/exact-certified-adaptive-phase1-t9-zero-guide | perf/exact-rational-representation	codex/held-reference-corpus=/Users/jelle/Code/CADCAM/worktrees/compas_cgal_prs-held-reference-corpus | codex/auditor-convergence-sdd=/Users/jelle/Code/CADCAM/worktrees/compas_cgal_prs-auditor-convergence-sdd | codex/sdd-coherence=/Users/jelle/Code/CADCAM/worktrees/compas_cgal_prs-sdd-coherence	tests/native/task9_mat_certificate_gate.cpp	medial axis, segment-site geometry, reachability, and neck topology	included	codex/auditor-convergence-sdd:tests/native/task9_mat_certificate_gate.cpp | codex/sdd-coherence:tests/native/task9_mat_certificate_gate.cpp | codex/exact-certified-adaptive-phase1-t9-zero-guide:tests/native/task9_mat_certificate_gate.cpp | perf/exact-rational-representation:tests/native/task9_mat_certificate_gate.cpp	not-started	not-started	not-started	clean	Tracked first-party textual variant
codex/held-reference-corpus:tests/native/task9_mat_compile_gate.cpp	codex/held-reference-corpus | codex/auditor-convergence-sdd | codex/sdd-coherence | codex/exact-certified-adaptive-phase1-t9-zero-guide | perf/exact-rational-representation	codex/held-reference-corpus=/Users/jelle/Code/CADCAM/worktrees/compas_cgal_prs-held-reference-corpus | codex/auditor-convergence-sdd=/Users/jelle/Code/CADCAM/worktrees/compas_cgal_prs-auditor-convergence-sdd | codex/sdd-coherence=/Users/jelle/Code/CADCAM/worktrees/compas_cgal_prs-sdd-coherence	tests/native/task9_mat_compile_gate.cpp	medial axis, segment-site geometry, reachability, and neck topology	included	codex/auditor-convergence-sdd:tests/native/task9_mat_compile_gate.cpp | codex/sdd-coherence:tests/native/task9_mat_compile_gate.cpp | codex/exact-certified-adaptive-phase1-t9-zero-guide:tests/native/task9_mat_compile_gate.cpp | perf/exact-rational-representation:tests/native/task9_mat_compile_gate.cpp	not-started	not-started	not-started	clean	Tracked first-party textual variant
codex/held-reference-corpus:tests/native/task9_mat_numeric_table_gate.cpp	codex/held-reference-corpus | codex/auditor-convergence-sdd | codex/sdd-coherence | codex/exact-certified-adaptive-phase1-t9-zero-guide | perf/exact-rational-representation	codex/held-reference-corpus=/Users/jelle/Code/CADCAM/worktrees/compas_cgal_prs-held-reference-corpus | codex/auditor-convergence-sdd=/Users/jelle/Code/CADCAM/worktrees/compas_cgal_prs-auditor-convergence-sdd | codex/sdd-coherence=/Users/jelle/Code/CADCAM/worktrees/compas_cgal_prs-sdd-coherence	tests/native/task9_mat_numeric_table_gate.cpp	medial axis, segment-site geometry, reachability, and neck topology	included	codex/auditor-convergence-sdd:tests/native/task9_mat_numeric_table_gate.cpp | codex/sdd-coherence:tests/native/task9_mat_numeric_table_gate.cpp | codex/exact-certified-adaptive-phase1-t9-zero-guide:tests/native/task9_mat_numeric_table_gate.cpp | perf/exact-rational-representation:tests/native/task9_mat_numeric_table_gate.cpp	not-started	not-started	not-started	clean	Tracked first-party textual variant
codex/held-reference-corpus:tests/native/task9_mat_proposal_table_gate.cpp	codex/held-reference-corpus | codex/auditor-convergence-sdd | codex/sdd-coherence | codex/exact-certified-adaptive-phase1-t9-zero-guide | perf/exact-rational-representation	codex/held-reference-corpus=/Users/jelle/Code/CADCAM/worktrees/compas_cgal_prs-held-reference-corpus | codex/auditor-convergence-sdd=/Users/jelle/Code/CADCAM/worktrees/compas_cgal_prs-auditor-convergence-sdd | codex/sdd-coherence=/Users/jelle/Code/CADCAM/worktrees/compas_cgal_prs-sdd-coherence	tests/native/task9_mat_proposal_table_gate.cpp	medial axis, segment-site geometry, reachability, and neck topology	included	codex/auditor-convergence-sdd:tests/native/task9_mat_proposal_table_gate.cpp | codex/sdd-coherence:tests/native/task9_mat_proposal_table_gate.cpp | codex/exact-certified-adaptive-phase1-t9-zero-guide:tests/native/task9_mat_proposal_table_gate.cpp | perf/exact-rational-representation:tests/native/task9_mat_proposal_table_gate.cpp	not-started	not-started	not-started	clean	Tracked first-party textual variant
codex/held-reference-corpus:tests/native/task9_mat_sampling_gate.cpp	codex/held-reference-corpus | codex/auditor-convergence-sdd | codex/sdd-coherence | codex/exact-certified-adaptive-phase1-t9-zero-guide | perf/exact-rational-representation	codex/held-reference-corpus=/Users/jelle/Code/CADCAM/worktrees/compas_cgal_prs-held-reference-corpus | codex/auditor-convergence-sdd=/Users/jelle/Code/CADCAM/worktrees/compas_cgal_prs-auditor-convergence-sdd | codex/sdd-coherence=/Users/jelle/Code/CADCAM/worktrees/compas_cgal_prs-sdd-coherence	tests/native/task9_mat_sampling_gate.cpp	medial axis, segment-site geometry, reachability, and neck topology	included	codex/auditor-convergence-sdd:tests/native/task9_mat_sampling_gate.cpp | codex/sdd-coherence:tests/native/task9_mat_sampling_gate.cpp | codex/exact-certified-adaptive-phase1-t9-zero-guide:tests/native/task9_mat_sampling_gate.cpp | perf/exact-rational-representation:tests/native/task9_mat_sampling_gate.cpp	not-started	not-started	not-started	clean	Tracked first-party textual variant
codex/held-reference-corpus:tests/native/task9_neck_classification_gate.cpp	codex/held-reference-corpus | codex/auditor-convergence-sdd | codex/sdd-coherence | codex/exact-certified-adaptive-phase1-t9-zero-guide | perf/exact-rational-representation	codex/held-reference-corpus=/Users/jelle/Code/CADCAM/worktrees/compas_cgal_prs-held-reference-corpus | codex/auditor-convergence-sdd=/Users/jelle/Code/CADCAM/worktrees/compas_cgal_prs-auditor-convergence-sdd | codex/sdd-coherence=/Users/jelle/Code/CADCAM/worktrees/compas_cgal_prs-sdd-coherence	tests/native/task9_neck_classification_gate.cpp	medial axis, segment-site geometry, reachability, and neck topology	included	codex/auditor-convergence-sdd:tests/native/task9_neck_classification_gate.cpp | codex/sdd-coherence:tests/native/task9_neck_classification_gate.cpp | codex/exact-certified-adaptive-phase1-t9-zero-guide:tests/native/task9_neck_classification_gate.cpp | perf/exact-rational-representation:tests/native/task9_neck_classification_gate.cpp	not-started	not-started	not-started	clean	Tracked first-party textual variant
codex/held-reference-corpus:tests/native/task9_neck_clearance_gate.cpp	codex/held-reference-corpus | codex/auditor-convergence-sdd | codex/sdd-coherence | codex/exact-certified-adaptive-phase1-t9-zero-guide | perf/exact-rational-representation	codex/held-reference-corpus=/Users/jelle/Code/CADCAM/worktrees/compas_cgal_prs-held-reference-corpus | codex/auditor-convergence-sdd=/Users/jelle/Code/CADCAM/worktrees/compas_cgal_prs-auditor-convergence-sdd | codex/sdd-coherence=/Users/jelle/Code/CADCAM/worktrees/compas_cgal_prs-sdd-coherence	tests/native/task9_neck_clearance_gate.cpp	medial axis, segment-site geometry, reachability, and neck topology	included	codex/auditor-convergence-sdd:tests/native/task9_neck_clearance_gate.cpp | codex/sdd-coherence:tests/native/task9_neck_clearance_gate.cpp | codex/exact-certified-adaptive-phase1-t9-zero-guide:tests/native/task9_neck_clearance_gate.cpp | perf/exact-rational-representation:tests/native/task9_neck_clearance_gate.cpp	not-started	not-started	not-started	clean	Tracked first-party textual variant
codex/held-reference-corpus:tests/native/task9_neck_evidence_gate.cpp	codex/held-reference-corpus | codex/auditor-convergence-sdd | codex/sdd-coherence | codex/exact-certified-adaptive-phase1-t9-zero-guide | perf/exact-rational-representation	codex/held-reference-corpus=/Users/jelle/Code/CADCAM/worktrees/compas_cgal_prs-held-reference-corpus | codex/auditor-convergence-sdd=/Users/jelle/Code/CADCAM/worktrees/compas_cgal_prs-auditor-convergence-sdd | codex/sdd-coherence=/Users/jelle/Code/CADCAM/worktrees/compas_cgal_prs-sdd-coherence	tests/native/task9_neck_evidence_gate.cpp	medial axis, segment-site geometry, reachability, and neck topology	included	codex/auditor-convergence-sdd:tests/native/task9_neck_evidence_gate.cpp | codex/sdd-coherence:tests/native/task9_neck_evidence_gate.cpp | codex/exact-certified-adaptive-phase1-t9-zero-guide:tests/native/task9_neck_evidence_gate.cpp | perf/exact-rational-representation:tests/native/task9_neck_evidence_gate.cpp	not-started	not-started	not-started	clean	Tracked first-party textual variant
codex/held-reference-corpus:tests/native/task9_neck_gate.cpp	codex/held-reference-corpus | codex/auditor-convergence-sdd | codex/sdd-coherence | codex/exact-certified-adaptive-phase1-t9-zero-guide | perf/exact-rational-representation	codex/held-reference-corpus=/Users/jelle/Code/CADCAM/worktrees/compas_cgal_prs-held-reference-corpus | codex/auditor-convergence-sdd=/Users/jelle/Code/CADCAM/worktrees/compas_cgal_prs-auditor-convergence-sdd | codex/sdd-coherence=/Users/jelle/Code/CADCAM/worktrees/compas_cgal_prs-sdd-coherence	tests/native/task9_neck_gate.cpp	medial axis, segment-site geometry, reachability, and neck topology	included	codex/auditor-convergence-sdd:tests/native/task9_neck_gate.cpp | codex/sdd-coherence:tests/native/task9_neck_gate.cpp | codex/exact-certified-adaptive-phase1-t9-zero-guide:tests/native/task9_neck_gate.cpp | perf/exact-rational-representation:tests/native/task9_neck_gate.cpp	not-started	not-started	not-started	clean	Tracked first-party textual variant
codex/held-reference-corpus:tests/native/task9_point_graph_gate.cpp	codex/held-reference-corpus | codex/auditor-convergence-sdd | codex/sdd-coherence | codex/exact-certified-adaptive-phase1-t9-zero-guide | perf/exact-rational-representation	codex/held-reference-corpus=/Users/jelle/Code/CADCAM/worktrees/compas_cgal_prs-held-reference-corpus | codex/auditor-convergence-sdd=/Users/jelle/Code/CADCAM/worktrees/compas_cgal_prs-auditor-convergence-sdd | codex/sdd-coherence=/Users/jelle/Code/CADCAM/worktrees/compas_cgal_prs-sdd-coherence	tests/native/task9_point_graph_gate.cpp	medial axis, segment-site geometry, reachability, and neck topology	included	codex/auditor-convergence-sdd:tests/native/task9_point_graph_gate.cpp | codex/sdd-coherence:tests/native/task9_point_graph_gate.cpp | codex/exact-certified-adaptive-phase1-t9-zero-guide:tests/native/task9_point_graph_gate.cpp | perf/exact-rational-representation:tests/native/task9_point_graph_gate.cpp	not-started	not-started	not-started	clean	Tracked first-party textual variant
codex/held-reference-corpus:tests/native/task9_rational_sources_gate.cpp	codex/held-reference-corpus | codex/auditor-convergence-sdd | codex/sdd-coherence | codex/exact-certified-adaptive-phase1-t9-zero-guide | perf/exact-rational-representation	codex/held-reference-corpus=/Users/jelle/Code/CADCAM/worktrees/compas_cgal_prs-held-reference-corpus | codex/auditor-convergence-sdd=/Users/jelle/Code/CADCAM/worktrees/compas_cgal_prs-auditor-convergence-sdd | codex/sdd-coherence=/Users/jelle/Code/CADCAM/worktrees/compas_cgal_prs-sdd-coherence	tests/native/task9_rational_sources_gate.cpp	medial axis, segment-site geometry, reachability, and neck topology	included	codex/auditor-convergence-sdd:tests/native/task9_rational_sources_gate.cpp | codex/sdd-coherence:tests/native/task9_rational_sources_gate.cpp | codex/exact-certified-adaptive-phase1-t9-zero-guide:tests/native/task9_rational_sources_gate.cpp | perf/exact-rational-representation:tests/native/task9_rational_sources_gate.cpp	not-started	not-started	not-started	clean	Tracked first-party textual variant
codex/held-reference-corpus:tests/native/task9_segment_limiter_gate.cpp	codex/held-reference-corpus | codex/auditor-convergence-sdd | codex/sdd-coherence | codex/exact-certified-adaptive-phase1-t9-zero-guide | perf/exact-rational-representation	codex/held-reference-corpus=/Users/jelle/Code/CADCAM/worktrees/compas_cgal_prs-held-reference-corpus | codex/auditor-convergence-sdd=/Users/jelle/Code/CADCAM/worktrees/compas_cgal_prs-auditor-convergence-sdd | codex/sdd-coherence=/Users/jelle/Code/CADCAM/worktrees/compas_cgal_prs-sdd-coherence	tests/native/task9_segment_limiter_gate.cpp	medial axis, segment-site geometry, reachability, and neck topology	included	codex/auditor-convergence-sdd:tests/native/task9_segment_limiter_gate.cpp | codex/sdd-coherence:tests/native/task9_segment_limiter_gate.cpp | codex/exact-certified-adaptive-phase1-t9-zero-guide:tests/native/task9_segment_limiter_gate.cpp | perf/exact-rational-representation:tests/native/task9_segment_limiter_gate.cpp	not-started	not-started	not-started	clean	Tracked first-party textual variant
codex/held-reference-corpus:tests/native/task9_segment_segment_gate.cpp	codex/held-reference-corpus | codex/auditor-convergence-sdd | codex/sdd-coherence | codex/exact-certified-adaptive-phase1-t9-zero-guide | perf/exact-rational-representation	codex/held-reference-corpus=/Users/jelle/Code/CADCAM/worktrees/compas_cgal_prs-held-reference-corpus | codex/auditor-convergence-sdd=/Users/jelle/Code/CADCAM/worktrees/compas_cgal_prs-auditor-convergence-sdd | codex/sdd-coherence=/Users/jelle/Code/CADCAM/worktrees/compas_cgal_prs-sdd-coherence	tests/native/task9_segment_segment_gate.cpp	medial axis, segment-site geometry, reachability, and neck topology	included	codex/auditor-convergence-sdd:tests/native/task9_segment_segment_gate.cpp | codex/sdd-coherence:tests/native/task9_segment_segment_gate.cpp | codex/exact-certified-adaptive-phase1-t9-zero-guide:tests/native/task9_segment_segment_gate.cpp | perf/exact-rational-representation:tests/native/task9_segment_segment_gate.cpp	not-started	not-started	not-started	clean	Tracked first-party textual variant
codex/held-reference-corpus:tests/native/task9_site_catalog_gate.cpp	codex/held-reference-corpus | codex/auditor-convergence-sdd | codex/sdd-coherence | codex/exact-certified-adaptive-phase1-t9-zero-guide | perf/exact-rational-representation	codex/held-reference-corpus=/Users/jelle/Code/CADCAM/worktrees/compas_cgal_prs-held-reference-corpus | codex/auditor-convergence-sdd=/Users/jelle/Code/CADCAM/worktrees/compas_cgal_prs-auditor-convergence-sdd | codex/sdd-coherence=/Users/jelle/Code/CADCAM/worktrees/compas_cgal_prs-sdd-coherence	tests/native/task9_site_catalog_gate.cpp	medial axis, segment-site geometry, reachability, and neck topology	included	codex/auditor-convergence-sdd:tests/native/task9_site_catalog_gate.cpp | codex/sdd-coherence:tests/native/task9_site_catalog_gate.cpp | codex/exact-certified-adaptive-phase1-t9-zero-guide:tests/native/task9_site_catalog_gate.cpp | perf/exact-rational-representation:tests/native/task9_site_catalog_gate.cpp	not-started	not-started	not-started	clean	Tracked first-party textual variant
codex/held-reference-corpus:tests/native/test_audit_arc_motion_2.cpp	codex/held-reference-corpus | codex/auditor-convergence-sdd | codex/sdd-coherence	codex/held-reference-corpus=/Users/jelle/Code/CADCAM/worktrees/compas_cgal_prs-held-reference-corpus | codex/auditor-convergence-sdd=/Users/jelle/Code/CADCAM/worktrees/compas_cgal_prs-auditor-convergence-sdd | codex/sdd-coherence=/Users/jelle/Code/CADCAM/worktrees/compas_cgal_prs-sdd-coherence	tests/native/test_audit_arc_motion_2.cpp	point, guarded, and continuous engagement geometry	included	codex/auditor-convergence-sdd:tests/native/test_audit_arc_motion_2.cpp | codex/sdd-coherence:tests/native/test_audit_arc_motion_2.cpp	not-started	not-started	not-started	clean	Tracked first-party textual variant
codex/held-reference-corpus:tests/native/test_audit_certification_2.cpp	codex/held-reference-corpus | codex/auditor-convergence-sdd | codex/sdd-coherence	codex/held-reference-corpus=/Users/jelle/Code/CADCAM/worktrees/compas_cgal_prs-held-reference-corpus | codex/auditor-convergence-sdd=/Users/jelle/Code/CADCAM/worktrees/compas_cgal_prs-auditor-convergence-sdd | codex/sdd-coherence=/Users/jelle/Code/CADCAM/worktrees/compas_cgal_prs-sdd-coherence	tests/native/test_audit_certification_2.cpp	point, guarded, and continuous engagement geometry	included	codex/auditor-convergence-sdd:tests/native/test_audit_certification_2.cpp | codex/sdd-coherence:tests/native/test_audit_certification_2.cpp	not-started	not-started	not-started	clean	Tracked first-party textual variant
codex/held-reference-corpus:tests/native/test_audit_certification_contract_2.cpp	codex/held-reference-corpus | codex/auditor-convergence-sdd | codex/sdd-coherence	codex/held-reference-corpus=/Users/jelle/Code/CADCAM/worktrees/compas_cgal_prs-held-reference-corpus | codex/auditor-convergence-sdd=/Users/jelle/Code/CADCAM/worktrees/compas_cgal_prs-auditor-convergence-sdd | codex/sdd-coherence=/Users/jelle/Code/CADCAM/worktrees/compas_cgal_prs-sdd-coherence	tests/native/test_audit_certification_contract_2.cpp	point, guarded, and continuous engagement geometry	included	codex/auditor-convergence-sdd:tests/native/test_audit_certification_contract_2.cpp | codex/sdd-coherence:tests/native/test_audit_certification_contract_2.cpp	not-started	not-started	not-started	clean	Tracked first-party textual variant
codex/held-reference-corpus:tests/native/test_audit_certification_falsifiers_2.cpp	codex/held-reference-corpus | codex/auditor-convergence-sdd | codex/sdd-coherence	codex/held-reference-corpus=/Users/jelle/Code/CADCAM/worktrees/compas_cgal_prs-held-reference-corpus | codex/auditor-convergence-sdd=/Users/jelle/Code/CADCAM/worktrees/compas_cgal_prs-auditor-convergence-sdd | codex/sdd-coherence=/Users/jelle/Code/CADCAM/worktrees/compas_cgal_prs-sdd-coherence	tests/native/test_audit_certification_falsifiers_2.cpp	point, guarded, and continuous engagement geometry	included	codex/auditor-convergence-sdd:tests/native/test_audit_certification_falsifiers_2.cpp | codex/sdd-coherence:tests/native/test_audit_certification_falsifiers_2.cpp	not-started	not-started	not-started	clean	Tracked first-party textual variant
codex/held-reference-corpus:tests/native/test_audit_certification_identity_2.cpp	codex/held-reference-corpus | codex/auditor-convergence-sdd | codex/sdd-coherence	codex/held-reference-corpus=/Users/jelle/Code/CADCAM/worktrees/compas_cgal_prs-held-reference-corpus | codex/auditor-convergence-sdd=/Users/jelle/Code/CADCAM/worktrees/compas_cgal_prs-auditor-convergence-sdd | codex/sdd-coherence=/Users/jelle/Code/CADCAM/worktrees/compas_cgal_prs-sdd-coherence	tests/native/test_audit_certification_identity_2.cpp	point, guarded, and continuous engagement geometry	included	codex/auditor-convergence-sdd:tests/native/test_audit_certification_identity_2.cpp | codex/sdd-coherence:tests/native/test_audit_certification_identity_2.cpp	not-started	not-started	not-started	clean	Tracked first-party textual variant
